109.62554,221900
238.76071,538000
71.53531,180000
182.08988,604000
156.07704,510000
159.328645,257500
98.47718,291850
165.36734,229500
175.58667,323000
330.73468,662500
107.76748,468000
132.85129,310000
127.27711,400000
168.15443,530000
274.06385,650000
175.58667,395000
148.6448,485000
111.4836,189000
116.12875,230000
150.50286,385000
210.88981,285000
99.40621,252700
227.61235,329000
158.86413,233000
227.61235,937000
130.0642,667000
141.21256,438000
238.76071,719000
215.53496,580500
110.55457,280000
216.46399,687500
101.26427,535000
191.38018,322500
213.6769,696000
154.21898,550000
219.25108,640000
113.34166,240000
243.40586,605000
238.76071,625000
392.05066,775000
333.986285,861990
145.85771,685000
118.91584,309000
293.57348,488000
91.97397,210490
212.74787,785000
116.12875,450000
110.55457,228000
292.64445,345000
130.99323,600000
183.94794,585000
253.62519,920000
262.91549,885000
209.03175,292500
224.82526,301000
301.93475,951000
171.87055,430000
199.74145,650000
117.05778,289000
234.022657,505000
143.07062,549000
154.21898,425000
257.34131,317625
252.69616,975000
208.10272,287000
92.903,204000
117.05778,325000
255.48325,571000
221.10914,360000
166.29637,349000
318.65729,832500
163.50928,380000
96.61912,480000
130.99323,410000
320.51535,720000
218.32205,390000
176.5157,360000
187.66406,355000
156.07704,356000
89.18688,315000
198.81242,940000
247.12198,305000
257.34131,461000
149.57383,215000
95.69009,335000
183.94794,243500
111.4836,153000
146.78674,430000
146.78674,700000
306.5799,905000
182.08988,247500
107.76748,199000
168.15443,314000
215.53496,437500
192.30921,850830
183.94794,555000
203.45757,699950
112.41263,290000
217.39302,375000
155.14801,460000
115.19972,188500
291.71542,680000
188.59309,470000
214.60593,597750
117.05778,570000
143.07062,272500
193.23824,329950
300.07669,480000
406.91514,740500
147.71577,518500
81.75464,205425
145.85771,171800
149.57383,535000
222.9672,660000
134.70935,391500
71.53531,395000
195.0963,445000
270.34773,770000
195.0963,445000
200.67048,260000
215.53496,822500
192.30921,430000
98.47718,212000
186.73503,660500
366.96685,784000
186.73503,453246
198.81242,675000
122.63196,199000
187.66406,220000
240.61877,452000
110.55457,382500
108.69651,519950
103.12233,665000
261.98646,527700
149.57383,205000
98.47718,420000
188.59309,500000
340.95401,921500
236.90265,890000
224.82526,430000
209.96078,258000
132.85129,511000
126.34808,532170
103.12233,560000
116.12875,282950
65.0321,350000
109.62554,215000
367.89588,650000
245.26392,320000
117.98681,247000
163.50928,320000
191.38018,255000
165.36734,438000
315.8702,900000
177.44473,441000
187.66406,420000
146.78674,370000
124.49002,269950
248.98004,807100
248.98004,653000
127.27711,371500
144.92868,284000
200.67048,272000
124.49002,313000
360.46364,917500
240.61877,673000
104.05136,425000
183.01891,399950
113.34166,385000
181.16085,269950
125.41905,330000
155.14801,260000
221.10914,470000
226.68332,589000
97.54815,163500
290.78639,835000
138.42547,269000
176.5157,560000
123.56099,615000
207.17369,585188
153.28995,305000
110.55457,166950
198.81242,799000
202.52854,400000
98.47718,230000
157.00607,256883
183.01891,423000
199.74145,465000
177.44473,440000
125.41905,385000
79.89658,210000
180.23182,297000
93.83203,470000
120.7739,226500
84.54173,274250
230.39944,840000
226.68332,677900
93.83203,425000
83.6127,180250
213.6769,464000
143.99965,320000
117.98681,625504
208.10272,592500
252.138742,465000
159.79316,477000
78.96755,280000
209.03175,445838
122.63196,467000
256.41228,686000
162.58025,279950
216.46399,527000
206.24466,325000
187.66406,328000
116.12875,390000
140.28353,479950
159.79316,264950
132.85129,235000
137.49644,516500
134.70935,655000
211.81884,500000
273.13482,315000
92.903,213000
230.39944,475000
206.24466,416000
183.01891,410000
355.81849,800000
409.70223,472000
132.85129,225000
77.10949,210000
132.85129,455000
120.7739,225000
95.69009,480000
254.55422,363000
66.89016,181000
186.73503,250000
144.92868,481000
168.15443,260000
312.15408,455000
140.28353,415000
130.0642,349500
160.72219,245000
131.92226,592500
219.25108,385000
146.78674,315000
114.27069,255000
228.54138,693000
154.21898,780000
117.98681,237000
195.0963,525000
71.53531,425000
70.60628,369900
157.9351,290000
104.05136,285000
99.40621,415000
192.30921,272500
